Sr. No.,Work category,Work ID,State,IDA,Hon'ble Members of Parliament,Constituency,Work description,Recommended date,Sanction Date,Sanction Amount ( ₹ ),Work Status,Sanction Amount,clean_id,total_disbursed,expenditure_records,vendor_count,completed_disbursed,completion_date,completed,effective_disbursed,spending_percentage,recommendation_delay_days,completion_duration_days,cost_vs_category,cost_vs_state,amount_per_payment,description_clean,duplicate_description_count,max_vendor_project_count,status_text,incomplete,physical_inspection,partially_completed,anomaly,anomaly_score,AI Risk,AI Reasons
3546,Normal/Others,"WS/MP386/2024-2025/142427-Construction of roads, link roads, pathways or any other road with or without drainage system",Rajasthan,NAGAUR(DISTRICT COLLECTOR NAGAUR_IDA),Shri Hanuman Beniwal,NAGAUR,Construction of CC Block Road in Village Harsolav From Residance of Lunaram Bawri to residance of Jayram Bawri (S.C.Mohhalaa Work ),2024-09-21,2024-12-06,699860.0,Physical Inspection,699860.0,WS/MP386/2024-2025/142427,0.0,0.0,0.0,699860.0,2026-02-23,1,699860.0,100.0,76.0,444.0,2.332866666666667,1.74965,0.0,construction of cc block road in village harsolav from residance of lunaram bawri to residance of jayram bawri scmohhalaa work,1.0,0,physical inspection,0,1,0,1,0.14624624212123688,NORMAL,Sanction amount is significantly above category average
4341,Normal/Others,WS/MP681/2024-2025/143972-Construction of community centers and community halls,Maharashtra,PARBHANI(DISTRICT COLLECTOR PARBHANI_IDA),Sanjay Haribhau Jadhav,PARBHANI,"Construction of Cultural Hall at Mahagaon, tal.Purna.",2024-10-03,2025-01-15,999768.0,Sanction,999768.0,WS/MP681/2024-2025/143972,0.0,0.0,0.0,0.0,,0,0.0,0.0,104.0,0.0,3.33256,0.999768,0.0,construction of cultural hall at mahagaon talpurna,1.0,0,sanction,1,0,0,1,0.14628016801815907,NORMAL,Sanction amount is unusually high for this work category
451,Normal/Others,WS/MP826/2025-2026/135604-Street lights,West Bengal,DARJEELING(DISTRICT MAGISTRATE DARJEELING_IDA),Raju Bista,DARJEELING,"Installation of solar street lights at Ward No 4, Reshepdhura, Reshep GP  Ref: Shakuntala Mukhia (9775877995), Member, Reshep GP",2024-08-16,2025-04-23,400000.0,Physical Inspection,400000.0,WS/MP826/2025-2026/135604,0.0,0.0,0.0,0.0,,0,0.0,0.0,250.0,0.0,1.3333333333333333,1.0493895176481083,0.0,installation of solar street lights at ward no 4 reshepdhura reshep gp ref shakuntala mukhia 9775877995 member reshep gp,1.0,0,physical inspection,1,1,0,1,0.14629317585391632,NORMAL,Unusually long recommendation-to-sanction delay; Physical inspection status with incomplete project
446,Normal/Others,WS/MP826/2025-2026/135599-Street lights,West Bengal,DARJEELING(DISTRICT MAGISTRATE DARJEELING_IDA),Raju Bista,DARJEELING,"Installation of solar street lights from Manedara to Dong Busty, Peshok  Ref: Sandesh Bhujel (8145406169), Member, Lamahatta GP",2024-08-16,2025-04-23,399998.0,Physical Inspection,399998.0,WS/MP826/2025-2026/135599,0.0,0.0,0.0,0.0,,0,0.0,0.0,250.0,0.0,1.3333266666666668,1.0493842707005199,0.0,installation of solar street lights from manedara to dong busty peshok ref sandesh bhujel 8145406169 member lamahatta gp,1.0,0,physical inspection,1,1,0,1,0.14629317585391632,NORMAL,Unusually long recommendation-to-sanction delay; Physical inspection status with incomplete project
449,Normal/Others,WS/MP826/2025-2026/135602-Street lights,West Bengal,DARJEELING(DISTRICT MAGISTRATE DARJEELING_IDA),Raju Bista,DARJEELING,"Installation of solar street lights at Reshep GP, Mangpoo, 24/98  Ref: Kalpana Rai (6294072744), Member Reshep GP",2024-08-16,2025-04-23,400000.0,Physical Inspection,400000.0,WS/MP826/2025-2026/135602,0.0,0.0,0.0,0.0,,0,0.0,0.0,250.0,0.0,1.3333333333333333,1.0493895176481083,0.0,installation of solar street lights at reshep gp mangpoo 2498 ref kalpana rai 6294072744 member reshep gp,1.0,0,physical inspection,1,1,0,1,0.14629317585391632,NORMAL,Unusually long recommendation-to-sanction delay; Physical inspection status with incomplete project
448,Normal/Others,WS/MP826/2025-2026/135601-Street lights,West Bengal,DARJEELING(DISTRICT MAGISTRATE DARJEELING_IDA),Raju Bista,DARJEELING,"Installation of solar street lights at Ward No X, Lamahatta GP  Ref: Mangal Tamang (7602537297), Member Lamahatta GP",2024-08-16,2025-04-23,399999.0,Physical Inspection,399999.0,WS/MP826/2025-2026/135601,0.0,0.0,0.0,0.0,,0,0.0,0.0,250.0,0.0,1.33333,1.049386894174314,0.0,installation of solar street lights at ward no x lamahatta gp ref mangal tamang 7602537297 member lamahatta gp,1.0,0,physical inspection,1,1,0,1,0.14629317585391632,NORMAL,Unusually long recommendation-to-sanction delay; Physical inspection status with incomplete project
445,Normal/Others,WS/MP826/2025-2026/135598-Street lights,West Bengal,DARJEELING(DISTRICT MAGISTRATE DARJEELING_IDA),Raju Bista,DARJEELING,"Installation of solar street lights from GL Dhura to Rongchong  Ref: Sharmila Subba (9933671142), Member Rongchong GP",2024-08-16,2025-04-23,400000.0,Physical Inspection,400000.0,WS/MP826/2025-2026/135598,0.0,0.0,0.0,0.0,,0,0.0,0.0,250.0,0.0,1.3333333333333333,1.0493895176481083,0.0,installation of solar street lights from gl dhura to rongchong ref sharmila subba 9933671142 member rongchong gp,1.0,0,physical inspection,1,1,0,1,0.14629317585391632,NORMAL,Unusually long recommendation-to-sanction delay; Physical inspection status with incomplete project
476,Normal/Others,WS/MP826/2025-2026/135684-Street lights,West Bengal,DARJEELING(DISTRICT MAGISTRATE DARJEELING_IDA),Raju Bista,DARJEELING,"Installation of solar street lights at Ward No 6, Mungpoo, Reshep Gram Panchayat  Ref: Satish Rai (7001612543), Member, Reshep GP",2024-08-16,2025-04-23,400000.0,Physical Inspection,400000.0,WS/MP826/2025-2026/135684,0.0,0.0,0.0,0.0,,0,0.0,0.0,250.0,0.0,1.3333333333333333,1.0493895176481083,0.0,installation of solar street lights at ward no 6 mungpoo reshep gram panchayat ref satish rai 7001612543 member reshep gp,1.0,0,physical inspection,1,1,0,1,0.14629317585391632,NORMAL,Unusually long recommendation-to-sanction delay; Physical inspection status with incomplete project
4871,Normal/Others,WS/MP761/2024-2025/144962-Construction of community centers and community halls,Telangana,NIZAMABAD(DISTRICT COLLECTOR NIZAMABAD_IDA),Arvind Dharmapuri,NIZAMABAD,Construction of Community Hall in Munnurukapu wada,2024-10-01,2024-10-09,450000.0,Physical Inspection,450000.0,WS/MP761/2024-2025/144962,0.0,0.0,0.0,450000.0,2024-10-10,1,450000.0,100.0,8.0,1.0,1.5,1.2167917258162644,0.0,construction of community hall in munnurukapu wada,5.0,0,physical inspection,0,1,0,1,0.1463057073587245,NORMAL,Similar project description appears multiple times
5387,Normal/Others,WS/MP18172/2024-2025/146134-Construction of common work sheds/ common covered sitting area,Rajasthan,UDAIPUR(DISTRICT COLLECTOR UDAIPUR_IDA),MANNA LAL RAWAT,UDAIPUR(ST),"TEEN SHED NEAR BHERUJI MANDIR,  DANGLIYA, KALIWAS",2024-10-08,2024-11-22,999187.0,Physical Inspection,999187.0,WS/MP18172/2024-2025/146134,0.0,0.0,0.0,999187.0,2025-12-18,1,999187.0,100.0,45.0,391.0,3.3306233333333335,2.4979675,0.0,teen shed near bheruji mandir dangliya kaliwas,1.0,0,physical inspection,0,1,0,1,0.14634078028428377,NORMAL,Sanction amount is unusually high for this work category
1037,Normal/Others,"WS/MP18211/2024-2025/137310-Construction of roads, link roads, pathways or any other road with or without drainage system",Uttar Pradesh,Kushinagar(DISTRICT MAGISTRATE KUSHINAGAR PADRAUNA_IDA),SHASHANK MANI,DEORIA,"Gram Sabha - Bardha Pandey, Vikas Khand - Tamkuhi Raj me Bhuteli Prasad ke ghar se Laxman Gupta ke ghar tak CC road ka nirmaan. Lagbhag - 100 meter",2024-09-11,2024-11-06,835558.0,Physical Inspection,835558.0,WS/MP18211/2024-2025/137310,0.0,0.0,0.0,835558.0,2025-09-04,1,835558.0,100.0,56.0,302.0,2.7851933333333334,3.536992981535257,0.0,gram sabha bardha pandey vikas khand tamkuhi raj me bhuteli prasad ke ghar se laxman gupta ke ghar tak cc road ka nirmaan lagbhag 100 meter,1.0,0,physical inspection,0,1,0,1,0.14637203714754193,NORMAL,Sanction amount is significantly above category average; Sanction amount is unusually high compared with similar works in the state
827,Normal/Others,"WS/MP18217/2024-2025/136865-Construction of roads, link roads, pathways or any other road with or without drainage system",Uttar Pradesh,FIROZABAD(DISTRICT MAGISTRATE FIROZABAD_IDA),AKSHAYA YADAV,FIROZABAD,cc road developement work in ward number 58 habibganj from ziaul haji house to kadir haji house length 90 meter by 3 meter * ( ward number 58 not showing in list ),2024-08-23,2024-10-17,898946.0,Physical Inspection,898946.0,WS/MP18217/2024-2025/136865,0.0,0.0,0.0,898946.0,2025-03-20,1,898946.0,100.0,55.0,154.0,2.9964866666666667,3.805320148666153,0.0,cc road developement work in ward number 58 habibganj from ziaul haji house to kadir haji house length 90 meter by 3 meter ward number 58 not showing in list,1.0,0,physical inspection,0,1,0,1,0.146378161997266,NORMAL,Sanction amount is significantly above category average; Sanction amount is unusually high compared with similar works in the state
393,Normal/Others,WS/MP812/2024-2025/135451-Lighting of public spaces,Uttar Pradesh,Kushinagar(DISTRICT MAGISTRATE KUSHINAGAR PADRAUNA_IDA),Vijay Kumar Dubey,KUSHI NAGAR,ATARADIHA ME BALAI CHAUHAN TOLA SAMUDAYIK BHAWAN KE PAS HIGH MAST KI STHAPANA KARRY,2024-08-17,2025-03-19,236234.0,Physical Inspection,236234.0,WS/MP812/2024-2025/135451,0.0,0.0,0.0,236234.0,2026-01-08,1,236234.0,100.0,214.0,295.0,0.7874466666666666,1.0,0.0,ataradiha me balai chauhan tola samudayik bhawan ke pas high mast ki sthapana karry,1.0,0,physical inspection,0,1,0,1,0.14642390546432704,NORMAL,Unusually long recommendation-to-sanction delay
392,Normal/Others,WS/MP812/2024-2025/135450-Lighting of public spaces,Uttar Pradesh,Kushinagar(DISTRICT MAGISTRATE KUSHINAGAR PADRAUNA_IDA),Vijay Kumar Dubey,KUSHI NAGAR,KHAIRATIYA MALLHI TOLA KE PAS HIGH MAST KI STHAPANA KARRY,2024-08-17,2025-03-19,236234.0,Physical Inspection,236234.0,WS/MP812/2024-2025/135450,0.0,0.0,0.0,236234.0,2026-01-08,1,236234.0,100.0,214.0,295.0,0.7874466666666666,1.0,0.0,khairatiya mallhi tola ke pas high mast ki sthapana karry,1.0,0,physical inspection,0,1,0,1,0.14642390546432704,NORMAL,Unusually long recommendation-to-sanction delay
379,Normal/Others,WS/MP812/2024-2025/135432-Lighting of public spaces,Uttar Pradesh,Kushinagar(DISTRICT MAGISTRATE KUSHINAGAR PADRAUNA_IDA),Vijay Kumar Dubey,KUSHI NAGAR,GP SUKRAULI ME BUDDHA MANDIR KE PAS HIGH MAST KI STHAPANA,2024-08-17,2025-03-19,236234.0,Physical Inspection,236234.0,WS/MP812/2024-2025/135432,0.0,0.0,0.0,236234.0,2026-01-08,1,236234.0,100.0,214.0,295.0,0.7874466666666666,1.0,0.0,gp sukrauli me buddha mandir ke pas high mast ki sthapana,1.0,0,physical inspection,0,1,0,1,0.14642390546432704,NORMAL,Unusually long recommendation-to-sanction delay
380,Normal/Others,WS/MP812/2024-2025/135434-Lighting of public spaces,Uttar Pradesh,Kushinagar(DISTRICT MAGISTRATE KUSHINAGAR PADRAUNA_IDA),Vijay Kumar Dubey,KUSHI NAGAR,HATA PATANI SHIV MANDIR PAR HIGH MAST KI STHAPANA KARRY,2024-08-17,2025-03-19,236234.0,Physical Inspection,236234.0,WS/MP812/2024-2025/135434,0.0,0.0,0.0,236234.0,2026-01-08,1,236234.0,100.0,214.0,295.0,0.7874466666666666,1.0,0.0,hata patani shiv mandir par high mast ki sthapana karry,1.0,0,physical inspection,0,1,0,1,0.14642390546432704,NORMAL,Unusually long recommendation-to-sanction delay
373,Normal/Others,WS/MP812/2024-2025/135423-Lighting of public spaces,Uttar Pradesh,Kushinagar(DISTRICT MAGISTRATE KUSHINAGAR PADRAUNA_IDA),Vijay Kumar Dubey,KUSHI NAGAR,BETIYA PANCHAYAT BHAWAN KE PAS HIGH MAST KI STHAPANA KARRY,2024-08-17,2025-03-19,236234.0,Physical Inspection,236234.0,WS/MP812/2024-2025/135423,0.0,0.0,0.0,236234.0,2026-01-08,1,236234.0,100.0,214.0,295.0,0.7874466666666666,1.0,0.0,betiya panchayat bhawan ke pas high mast ki sthapana karry,1.0,0,physical inspection,0,1,0,1,0.14642390546432704,NORMAL,Unusually long recommendation-to-sanction delay
374,Normal/Others,WS/MP812/2024-2025/135424-Lighting of public spaces,Uttar Pradesh,Kushinagar(DISTRICT MAGISTRATE KUSHINAGAR PADRAUNA_IDA),Vijay Kumar Dubey,KUSHI NAGAR,BABUIYA HARPUR BADI MASAHI TOLA PAR HIGH MAST KI STHAPANA KARRY,2024-08-17,2025-03-19,236234.0,Physical Inspection,236234.0,WS/MP812/2024-2025/135424,0.0,0.0,0.0,236234.0,2026-01-08,1,236234.0,100.0,214.0,295.0,0.7874466666666666,1.0,0.0,babuiya harpur badi masahi tola par high mast ki sthapana karry,1.0,0,physical inspection,0,1,0,1,0.14642390546432704,NORMAL,Unusually long recommendation-to-sanction delay
375,Normal/Others,WS/MP812/2024-2025/135425-Lighting of public spaces,Uttar Pradesh,Kushinagar(DISTRICT MAGISTRATE KUSHINAGAR PADRAUNA_IDA),Vijay Kumar Dubey,KUSHI NAGAR,GP KINNAR PATTI ME HIGH MAST KI STHAPANA,2024-08-17,2025-03-19,236234.0,Physical Inspection,236234.0,WS/MP812/2024-2025/135425,0.0,0.0,0.0,236234.0,2026-01-08,1,236234.0,100.0,214.0,295.0,0.7874466666666666,1.0,0.0,gp kinnar patti me high mast ki sthapana,1.0,0,physical inspection,0,1,0,1,0.14642390546432704,NORMAL,Unusually long recommendation-to-sanction delay
381,Normal/Others,WS/MP812/2024-2025/135435-Lighting of public spaces,Uttar Pradesh,Kushinagar(DISTRICT MAGISTRATE KUSHINAGAR PADRAUNA_IDA),Vijay Kumar Dubey,KUSHI NAGAR,RAMPUR BUZURG ME NAGA BABA KE STHAN PAR MAHILA MORCHA HIGH MAST KI STHAPANA KARY,2024-08-17,2025-03-19,236234.0,Physical Inspection,236234.0,WS/MP812/2024-2025/135435,0.0,0.0,0.0,236234.0,2026-01-08,1,236234.0,100.0,214.0,295.0,0.7874466666666666,1.0,0.0,rampur buzurg me naga baba ke sthan par mahila morcha high mast ki sthapana kary,1.0,0,physical inspection,0,1,0,1,0.14642390546432704,NORMAL,Unusually long recommendation-to-sanction delay
376,Normal/Others,WS/MP812/2024-2025/135428-Lighting of public spaces,Uttar Pradesh,Kushinagar(DISTRICT MAGISTRATE KUSHINAGAR PADRAUNA_IDA),Vijay Kumar Dubey,KUSHI NAGAR,GP DUBAULI RADHA KRISHAN MANDIR KE PAS HIGH MAST KI STHAPANA KARRY,2024-08-17,2025-03-19,236234.0,Physical Inspection,236234.0,WS/MP812/2024-2025/135428,0.0,0.0,0.0,236234.0,2026-01-08,1,236234.0,100.0,214.0,295.0,0.7874466666666666,1.0,0.0,gp dubauli radha krishan mandir ke pas high mast ki sthapana karry,1.0,0,physical inspection,0,1,0,1,0.14642390546432704,NORMAL,Unusually long recommendation-to-sanction delay
378,Normal/Others,WS/MP812/2024-2025/135431-Lighting of public spaces,Uttar Pradesh,Kushinagar(DISTRICT MAGISTRATE KUSHINAGAR PADRAUNA_IDA),Vijay Kumar Dubey,KUSHI NAGAR,PATERA MANGALPUR MISHRAULI NAHAR SE AAGE RAMKOLA ROAD PRATHAMIK VIDYALAY KE PAS HIGH MAST KI STHAPANA,2024-08-17,2025-03-19,236234.0,Physical Inspection,236234.0,WS/MP812/2024-2025/135431,0.0,0.0,0.0,236234.0,2026-01-08,1,236234.0,100.0,214.0,295.0,0.7874466666666666,1.0,0.0,patera mangalpur mishrauli nahar se aage ramkola road prathamik vidyalay ke pas high mast ki sthapana,1.0,0,physical inspection,0,1,0,1,0.14642390546432704,NORMAL,Unusually long recommendation-to-sanction delay
538,Normal/Others,WS/MP812/2024-2025/135813-Lighting of public spaces,Uttar Pradesh,Kushinagar(DISTRICT MAGISTRATE KUSHINAGAR PADRAUNA_IDA),Vijay Kumar Dubey,KUSHI NAGAR,DEODAR PIPRA SOHSA CHAURAHE SE 4KM PAR HIGH MAST KI STAPANA,2024-08-17,2025-03-19,236234.0,Physical Inspection,236234.0,WS/MP812/2024-2025/135813,0.0,0.0,0.0,236234.0,2026-01-08,1,236234.0,100.0,214.0,295.0,0.7874466666666666,1.0,0.0,deodar pipra sohsa chaurahe se 4km par high mast ki stapana,1.0,0,physical inspection,0,1,0,1,0.14642390546432704,NORMAL,Unusually long recommendation-to-sanction delay
539,Normal/Others,WS/MP812/2024-2025/135814-Lighting of public spaces,Uttar Pradesh,Kushinagar(DISTRICT MAGISTRATE KUSHINAGAR PADRAUNA_IDA),Vijay Kumar Dubey,KUSHI NAGAR,BHUDA DIH MOTICHAK NAHAR KE PAS HIGH MAST KI STHAPANA,2024-08-17,2025-03-19,236234.0,Physical Inspection,236234.0,WS/MP812/2024-2025/135814,0.0,0.0,0.0,236234.0,2026-01-08,1,236234.0,100.0,214.0,295.0,0.7874466666666666,1.0,0.0,bhuda dih motichak nahar ke pas high mast ki sthapana,1.0,0,physical inspection,0,1,0,1,0.14642390546432704,NORMAL,Unusually long recommendation-to-sanction delay
548,Normal/Others,WS/MP812/2024-2025/135836-Lighting of public spaces,Uttar Pradesh,Kushinagar(DISTRICT MAGISTRATE KUSHINAGAR PADRAUNA_IDA),Vijay Kumar Dubey,KUSHI NAGAR,MADAR BINDWALIYA DUSADHI PATTI ME HIGH MAST KI STHAPANA,2024-08-17,2025-03-19,236234.0,Physical Inspection,236234.0,WS/MP812/2024-2025/135836,0.0,0.0,0.0,236234.0,2026-01-08,1,236234.0,100.0,214.0,295.0,0.7874466666666666,1.0,0.0,madar bindwaliya dusadhi patti me high mast ki sthapana,1.0,0,physical inspection,0,1,0,1,0.14642390546432704,NORMAL,Unusually long recommendation-to-sanction delay
541,Normal/Others,WS/MP812/2024-2025/135816-Lighting of public spaces,Uttar Pradesh,Kushinagar(DISTRICT MAGISTRATE KUSHINAGAR PADRAUNA_IDA),Vijay Kumar Dubey,KUSHI NAGAR,SEKHAWANIYA KHURD MUSAHAR TOLI ME HIGH MAST KI STHAPANA,2024-08-17,2025-03-19,236234.0,Physical Inspection,236234.0,WS/MP812/2024-2025/135816,0.0,0.0,0.0,236234.0,2026-01-08,1,236234.0,100.0,214.0,295.0,0.7874466666666666,1.0,0.0,sekhawaniya khurd musahar toli me high mast ki sthapana,1.0,0,physical inspection,0,1,0,1,0.14642390546432704,NORMAL,Unusually long recommendation-to-sanction delay
551,Normal/Others,WS/MP812/2024-2025/135858-Lighting of public spaces,Uttar Pradesh,Kushinagar(DISTRICT MAGISTRATE KUSHINAGAR PADRAUNA_IDA),Vijay Kumar Dubey,KUSHI NAGAR,SOHRA KHURD DOGRAHA KALI MANDIR KE PAS HIGH MAST KI STHAPANA,2024-08-17,2025-03-19,236234.0,Physical Inspection,236234.0,WS/MP812/2024-2025/135858,0.0,0.0,0.0,236234.0,2026-01-08,1,236234.0,100.0,214.0,295.0,0.7874466666666666,1.0,0.0,sohra khurd dograha kali mandir ke pas high mast ki sthapana,1.0,0,physical inspection,0,1,0,1,0.14642390546432704,NORMAL,Unusually long recommendation-to-sanction delay
549,Normal/Others,WS/MP812/2024-2025/135840-Lighting of public spaces,Uttar Pradesh,Kushinagar(DISTRICT MAGISTRATE KUSHINAGAR PADRAUNA_IDA),Vijay Kumar Dubey,KUSHI NAGAR,MADAR BINDWALIYA KUTTI TOLA PAR HIGH MAST KI STHAPANA,2024-08-17,2025-03-19,236234.0,Physical Inspection,236234.0,WS/MP812/2024-2025/135840,0.0,0.0,0.0,236234.0,2026-01-08,1,236234.0,100.0,214.0,295.0,0.7874466666666666,1.0,0.0,madar bindwaliya kutti tola par high mast ki sthapana,1.0,0,physical inspection,0,1,0,1,0.14642390546432704,NORMAL,Unusually long recommendation-to-sanction delay
377,Normal/Others,WS/MP812/2024-2025/135430-Lighting of public spaces,Uttar Pradesh,Kushinagar(DISTRICT MAGISTRATE KUSHINAGAR PADRAUNA_IDA),Vijay Kumar Dubey,KUSHI NAGAR,GP BALKUDIA MADHOPUR CHAURAHE PAR HIGH MAST KI STHAPANA KARRY,2024-08-17,2025-03-19,236234.0,Physical Inspection,236234.0,WS/MP812/2024-2025/135430,0.0,0.0,0.0,236234.0,2026-01-08,1,236234.0,100.0,214.0,295.0,0.7874466666666666,1.0,0.0,gp balkudia madhopur chaurahe par high mast ki sthapana karry,1.0,0,physical inspection,0,1,0,1,0.14642390546432704,NORMAL,Unusually long recommendation-to-sanction delay
384,Normal/Others,WS/MP812/2024-2025/135440-Lighting of public spaces,Uttar Pradesh,Kushinagar(DISTRICT MAGISTRATE KUSHINAGAR PADRAUNA_IDA),Vijay Kumar Dubey,KUSHI NAGAR,GP KUBERSTHAN BADGON HANUMAN MANDIR KE SAMANE HIGH MAST KI STHAPANA KARRY,2024-08-17,2025-03-19,236234.0,Physical Inspection,236234.0,WS/MP812/2024-2025/135440,0.0,0.0,0.0,236234.0,2026-01-08,1,236234.0,100.0,214.0,295.0,0.7874466666666666,1.0,0.0,gp kubersthan badgon hanuman mandir ke samane high mast ki sthapana karry,1.0,0,physical inspection,0,1,0,1,0.14642390546432704,NORMAL,Unusually long recommendation-to-sanction delay
382,Normal/Others,WS/MP812/2024-2025/135436-Lighting of public spaces,Uttar Pradesh,Kushinagar(DISTRICT MAGISTRATE KUSHINAGAR PADRAUNA_IDA),Vijay Kumar Dubey,KUSHI NAGAR,PARSAUNI ME HIGH MAST KI STHAPANA KARRY,2024-08-17,2025-03-19,236234.0,Physical Inspection,236234.0,WS/MP812/2024-2025/135436,0.0,0.0,0.0,236234.0,2026-01-08,1,236234.0,100.0,214.0,295.0,0.7874466666666666,1.0,0.0,parsauni me high mast ki sthapana karry,1.0,0,physical inspection,0,1,0,1,0.14642390546432704,NORMAL,Unusually long recommendation-to-sanction delay
369,Normal/Others,WS/MP812/2024-2025/135418-Lighting of public spaces,Uttar Pradesh,Kushinagar(DISTRICT MAGISTRATE KUSHINAGAR PADRAUNA_IDA),Vijay Kumar Dubey,KUSHI NAGAR,MAGHI KOTILHAWA BALUA TOLA VIVAH BHAWAN KE PAS HIGH MAST KI STHAPANA,2024-08-17,2025-03-19,236234.0,Physical Inspection,236234.0,WS/MP812/2024-2025/135418,0.0,0.0,0.0,236234.0,2026-01-08,1,236234.0,100.0,214.0,295.0,0.7874466666666666,1.0,0.0,maghi kotilhawa balua tola vivah bhawan ke pas high mast ki sthapana,1.0,0,physical inspection,0,1,0,1,0.14642390546432704,NORMAL,Unusually long recommendation-to-sanction delay
